10000 2.2012E+09 0.0000E+00 8.0704E+31 0.0000E+00 0.0000E+00
12000 2.1391E+09 0.0000E+00 8.9054E+31 0.0000E+00 0.0000E+00
14400 2.0819E+09 0.0000E+00 9.8233E+31 0.0000E+00 0.0000E+00
17280 2.0228E+09 0.0000E+00 1.0831E+32 0.0000E+00 0.0000E+00
20736 1.9662E+09 0.0000E+00 1.1936E+32 0.0000E+00 0.0000E+00
24883.2 1.9126E+09 0.0000E+00 1.3146E+32 0.0000E+00 0.0000E+00
29859.8 1.8591E+09 0.0000E+00 1.4470E+32 0.0000E+00 0.0000E+00
35831.8 1.8081E+09 0.0000E+00 1.5917E+32 0.0000E+00 0.0000E+00
42998.2 1.7582E+09 0.0000E+00 1.7496E+32 0.0000E+00 0.0000E+00
51597.8 1.7092E+09 0.0000E+00 1.9217E+32 0.0000E+00 0.0000E+00
61917.4 1.6621E+09 0.0000E+00 2.1090E+32 0.0000E+00 0.0000E+00
74300.8 1.6167E+09 0.0000E+00 2.3126E+32 0.0000E+00 0.0000E+00
89161 1.5717E+09 0.0000E+00 2.5336E+32 0.0000E+00 0.0000E+00
106993 1.5282E+09 0.0000E+00 2.7731E+32 0.0000E+00 0.0000E+00
128392 1.4850E+09 0.0000E+00 3.0322E+32 0.0000E+00 0.0000E+00
154070 1.4438E+09 0.0000E+00 3.3120E+32 0.0000E+00 0.0000E+00
184884 1.3981E+09 0.0000E+00 3.6135E+32 0.0000E+00 0.0000E+00
221861 1.3602E+09 0.0000E+00 3.9377E+32 0.0000E+00 0.0000E+00
266233 1.3217E+09 0.0000E+00 4.2854E+32 0.0000E+00 0.0000E+00
319480 1.2822E+09 0.0000E+00 4.6576E+32 0.0000E+00 0.0000E+00
383376 1.2464E+09 0.0000E+00 5.0548E+32 0.0000E+00 0.0000E+00
460051 1.2086E+09 0.0000E+00 5.4775E+32 0.0000E+00 0.0000E+00
552061 1.1730E+09 0.0000E+00 5.9259E+32 0.0000E+00 0.0000E+00
662474 1.1342E+09 0.0000E+00 6.4002E+32 0.0000E+00 0.0000E+00
794968 1.1027E+09 0.0000E+00 6.8999E+32 0.0000E+00 0.0000E+00
953962 1.0681E+09 0.0000E+00 7.4247E+32 0.0000E+00 0.0000E+00
1.14475e+06 1.0351E+09 0.0000E+00 7.9736E+32 0.0000E+00 0.0000E+00
1.37371e+06 1.0038E+09 0.0000E+00 8.5455E+32 0.0000E+00 0.0000E+00
1.64845e+06 9.7114E+08 0.0000E+00 9.1390E+32 0.0000E+00 0.0000E+00
1.97814e+06 9.4012E+08 0.0000E+00 9.7522E+32 0.0000E+00 0.0000E+00
2.37376e+06 9.1062E+08 0.0000E+00 1.0383E+33 0.0000E+00 0.0000E+00
2.84852e+06 8.8014E+08 0.0000E+00 1.1029E+33 0.0000E+00 0.0000E+00
3.41822e+06 8.5116E+08 0.0000E+00 1.1688E+33 0.0000E+00 0.0000E+00
4.10186e+06 8.2312E+08 0.0000E+00 1.2357E+33 0.0000E+00 0.0000E+00
4.92224e+06 7.9518E+08 0.0000E+00 1.3033E+33 0.0000E+00 0.0000E+00
5.90668e+06 7.6643E+08 0.0000E+00 1.3714E+33 0.0000E+00 0.0000E+00
7.08802e+06 7.4261E+08 0.0000E+00 1.4395E+33 0.0000E+00 0.0000E+00
8.50562e+06 7.1657E+08 0.0000E+00 1.5074E+33 0.0000E+00 0.0000E+00
1.02067e+07 6.9189E+08 0.0000E+00 1.5748E+33 0.0000E+00 0.0000E+00
1.22481e+07 6.6628E+08 0.0000E+00 1.6414E+33 0.0000E+00 0.0000E+00
1.46977e+07 6.4215E+08 0.0000E+00 1.7070E+33 0.0000E+00 0.0000E+00
1.76373e+07 6.1924E+08 0.0000E+00 1.7713E+33 0.0000E+00 0.0000E+00
2.11647e+07 5.9616E+08 0.0000E+00 1.8340E+33 0.0000E+00 0.0000E+00
2.53977e+07 5.7411E+08 0.0000E+00 1.8951E+33 0.0000E+00 0.0000E+00
3.04772e+07 5.5463E+08 0.0000E+00 1.9542E+33 0.0000E+00 0.0000E+00
3.65726e+07 5.3302E+08 0.0000E+00 2.0113E+33 0.0000E+00 0.0000E+00
4.38871e+07 5.1118E+08 0.0000E+00 2.0661E+33 0.0000E+00 0.0000E+00
5.26646e+07 4.8771E+08 0.0000E+00 2.1188E+33 0.0000E+00 0.0000E+00
6.31975e+07 4.7215E+08 0.0000E+00 2.1690E+33 0.0000E+00 0.0000E+00
7.5837e+07 4.6325E+08 0.0000E+00 2.2169E+33 0.0000E+00 0.0000E+00
9.10044e+07 4.4036E+08 0.0000E+00 2.3270E+33 0.0000E+00 0.0000E+00
1.09205e+08 4.2266E+08 0.0000E+00 2.3706E+33 0.0000E+00 0.0000E+00
1.31046e+08 4.0722E+08 0.0000E+00 2.4117E+33 0.0000E+00 0.0000E+00
1.57256e+08 3.9014E+08 0.0000E+00 2.4504E+33 0.0000E+00 0.0000E+00
1.88707e+08 3.7676E+08 0.0000E+00 2.4867E+33 0.0000E+00 0.0000E+00
2.26448e+08 3.5879E+08 0.0000E+00 2.5206E+33 0.0000E+00 0.0000E+00
2.71738e+08 3.4033E+08 0.0000E+00 2.5524E+33 0.0000E+00 0.0000E+00
3.26085e+08 3.3069E+08 0.0000E+00 2.5819E+33 0.0000E+00 0.0000E+00
3.91302e+08 3.1317E+08 0.0000E+00 2.6094E+33 0.0000E+00 0.0000E+00
4.69563e+08 2.9585E+08 0.0000E+00 2.6349E+33 0.0000E+00 0.0000E+00
5.63475e+08 2.8613E+08 0.0000E+00 2.6585E+33 0.0000E+00 0.0000E+00
6.7617e+08 2.7316E+08 0.0000E+00 2.6803E+33 0.0000E+00 0.0000E+00
8.11404e+08 2.6152E+08 0.0000E+00 2.7004E+33 0.0000E+00 0.0000E+00
9.73685e+08 2.4922E+08 0.0000E+00 2.7188E+33 0.0000E+00 0.0000E+00
1.16842e+09 2.3545E+08 0.0000E+00 2.7358E+33 0.0000E+00 0.0000E+00
1.40211e+09 2.2619E+08 0.0000E+00 2.7513E+33 0.0000E+00 0.0000E+00
1.68253e+09 2.1716E+08 0.0000E+00 2.7655E+33 0.0000E+00 0.0000E+00
2.01903e+09 2.0245E+08 0.0000E+00 2.7785E+33 0.0000E+00 0.0000E+00
2.42284e+09 1.9816E+08 0.0000E+00 2.7903E+33 0.0000E+00 0.0000E+00
2.90741e+09 1.8614E+08 0.0000E+00 2.8010E+33 0.0000E+00 0.0000E+00
3.48889e+09 1.7713E+08 0.0000E+00 2.8108E+33 0.0000E+00 0.0000E+00
4.18667e+09 1.6583E+08 0.0000E+00 2.8197E+33 0.0000E+00 0.0000E+00
5.024e+09 1.6013E+08 0.0000E+00 2.8277E+33 0.0000E+00 0.0000E+00
6.0288e+09 1.5213E+08 0.0000E+00 2.8350E+33 0.0000E+00 0.0000E+00
7.23456e+09 1.2805E+08 0.0000E+00 2.8416E+33 0.0000E+00 0.0000E+00
8.68147e+09 1.3715E+08 0.0000E+00 2.8475E+33 0.0000E+00 0.0000E+00
